111100027.bc,1,0.785714,0.777778,0.84,0.883333,0.828125,0.792208,0.84507,0.845361,0.859155,0.746667,0.826923,0.863636,0.886076,0.814286,0.881356,0.69697,0.77,0.845238,0.851351,0.901639,0.811594,0.87013,0.861538,0.76,0.887097,0.863636,0.861538,0.844156,0.854167,0.857143,0.776316,0.753425,0.903226,0.844828,0.68,0.826087,0.833333,0.886792,0.80597,0.78481,0.887324,0.882353,
111170028.bc,0.623656,1,0.444444,0.68,0.816667,0.75,0.649351,0.676056,0.680412,0.647887,0.76,0.673077,0.681818,0.670886,0.728571,0.762712,0.363636,0.61,0.654762,0.77027,0.819672,0.73913,0.792208,0.784615,0.64,0.83871,0.712121,0.769231,0.779221,0.833333,0.714286,0.657895,0.643836,0.790323,0.758621,0.48,0.782609,0.742424,0.811321,0.656716,0.696203,0.788732,0.764706,
111220003.bc,0.462366,0.410714,1,0.413333,0.483333,0.4375,0.480519,0.408451,0.57732,0.492958,0.52,0.403846,0.556818,0.518987,0.442857,0.440678,0.545455,0.46,0.47619,0.540541,0.47541,0.405797,0.441558,0.507692,0.84,0.516129,0.575758,0.476923,0.480519,0.4375,0.584416,0.434211,0.506849,0.5,0.448276,0.6,0.369565,0.393939,0.433962,0.522388,0.556962,0.464789,0.485294,
111220019.bc,0.83871,0.875,0.722222,1,0.866667,0.8125,0.87013,0.816901,0.85567,0.746479,0.853333,0.865385,0.897727,0.898734,0.785714,0.864407,0.636364,0.81,0.845238,0.864865,0.934426,0.797101,0.87013,0.892308,0.88,0.887097,0.863636,0.907692,0.87013,0.875,0.87013,0.75,0.808219,0.887097,0.844828,0.64,0.847826,0.848485,0.867925,0.835821,0.860759,0.887324,0.882353,
111220022.bc,0.731183,0.803571,0.638889,0.693333,1,0.75,0.74026,0.71831,0.773196,0.774648,0.773333,0.807692,0.75,0.708861,0.828571,0.830508,0.484848,0.68,0.785714,0.824324,0.868852,0.811594,0.87013,0.861538,0.68,0.854839,0.787879,0.815385,0.805195,0.895833,0.831169,0.723684,0.69863,0.870968,0.87931,0.52,0.847826,0.787879,0.830189,0.776119,0.708861,0.830986,0.838235,
111220027.bc,0.72043,0.785714,0.638889,0.733333,0.766667,1,0.636364,0.760563,0.793814,0.774648,0.88,0.769231,0.715909,0.746835,0.757143,0.79661,0.424242,0.62,0.702381,0.797297,0.737705,0.768116,0.857143,0.830769,0.64,0.806452,0.772727,0.8,0.792208,0.791667,0.766234,0.684211,0.726027,0.83871,0.775862,0.64,0.782609,0.787879,0.830189,0.686567,0.721519,0.732394,0.75,
111220029.bc,0.774194,0.785714,0.75,0.813333,0.866667,0.71875,1,0.802817,0.793814,0.760563,0.8,0.846154,0.806818,0.772152,0.814286,0.830508,0.666667,0.81,0.797619,0.878378,0.852459,0.811594,0.844156,0.876923,0.88,0.919355,0.924242,0.830769,0.818182,0.875,0.883117,0.789474,0.767123,0.887097,0.810345,0.6,0.913043,0.742424,0.849057,0.80597,0.746835,0.887324,0.852941,
111220030.bc,0.752688,0.803571,0.694444,0.813333,0.816667,0.828125,0.753247,1,0.835052,0.760563,0.773333,0.846154,0.795455,0.848101,0.771429,0.830508,0.515152,0.73,0.72619,0.851351,0.819672,0.826087,0.857143,0.923077,0.8,0.870968,0.878788,0.861538,0.818182,0.875,0.896104,0.789474,0.849315,0.935484,0.862069,0.6,0.869565,0.787879,0.886792,0.820896,0.746835,0.830986,0.838235,
111220040.bc,0.795699,0.803571,0.861111,0.786667,0.866667,0.90625,0.792208,0.873239,1,0.859155,0.906667,0.884615,0.852273,0.860759,0.785714,0.881356,0.666667,0.76,0.833333,0.864865,0.885246,0.84058,0.896104,0.923077,0.68,0.903226,0.848485,0.907692,0.87013,0.875,0.896104,0.723684,0.767123,0.935484,0.827586,0.6,0.869565,0.863636,0.867925,0.820896,0.848101,0.830986,0.911765,
111220041.bc,0.784946,0.767857,0.805556,0.706667,0.833333,0.828125,0.688312,0.746479,0.85567,1,0.813333,0.846154,0.784091,0.810127,0.785714,0.864407,0.575758,0.67,0.821429,0.797297,0.852459,0.782609,0.909091,0.907692,0.56,0.887097,0.818182,0.861538,0.857143,0.833333,0.831169,0.684211,0.767123,0.870968,0.810345,0.56,0.847826,0.818182,0.811321,0.791045,0.797468,0.802817,0.882353,
111220042.bc,0.677419,0.803571,0.583333,0.786667,0.833333,0.875,0.714286,0.774648,0.793814,0.816901,1,0.807692,0.795455,0.810127,0.728571,0.79661,0.575758,0.7,0.833333,0.783784,0.819672,0.782609,0.883117,0.830769,0.68,0.870968,0.742424,0.923077,0.805195,0.833333,0.896104,0.697368,0.69863,0.870968,0.793103,0.6,0.804348,0.80303,0.849057,0.716418,0.772152,0.690141,0.794118,
111220043.bc,0.677419,0.75,0.611111,0.706667,0.8,0.75,0.714286,0.760563,0.783505,0.746479,0.746667,1,0.738636,0.746835,0.7,0.847458,0.515152,0.67,0.738095,0.783784,0.819672,0.753623,0.844156,0.861538,0.56,0.83871,0.833333,0.784615,0.792208,0.75,0.753247,0.657895,0.794521,0.870968,0.827586,0.56,0.826087,0.787879,0.867925,0.776119,0.721519,0.816901,0.75,
111220044.bc,0.774194,0.767857,0.833333,0.826667,0.866667,0.875,0.779221,0.901408,0.907216,0.816901,0.866667,0.865385,1,0.886076,0.842857,0.864407,0.636364,0.76,0.833333,0.891892,0.885246,0.869565,0.922078,0.938462,0.84,0.887097,0.848485,0.830769,0.831169,0.875,0.896104,0.763158,0.808219,0.903226,0.810345,0.72,0.826087,0.833333,0.849057,0.820896,0.797468,0.859155,0.882353,
111220047.bc,0.784946,0.785714,0.777778,0.813333,0.833333,0.859375,0.701299,0.943662,0.865979,0.830986,0.866667,0.846154,0.886364,1,0.8,0.864407,0.69697,0.76,0.821429,0.905405,0.901639,0.84058,0.935065,0.938462,0.68,0.870968,0.893939,0.892308,0.87013,0.9375,0.922078,0.815789,0.753425,0.919355,0.862069,0.64,0.891304,0.878788,0.867925,0.895522,0.835443,0.816901,0.882353,
111220049.bc,0.731183,0.857143,0.638889,0.733333,0.916667,0.875,0.753247,0.84507,0.783505,0.802817,0.826667,0.788462,0.829545,0.835443,1,0.847458,0.666667,0.73,0.785714,0.891892,0.868852,0.855072,0.909091,0.861538,0.76,0.822581,0.772727,0.846154,0.779221,0.916667,0.896104,0.763158,0.794521,0.870968,0.862069,0.6,0.891304,0.80303,0.830189,0.701493,0.759494,0.859155,0.823529,
111220050.bc,0.709677,0.75,0.583333,0.666667,0.8,0.78125,0.662338,0.690141,0.783505,0.732394,0.706667,0.769231,0.761364,0.759494,0.714286,1,0.454545,0.62,0.797619,0.783784,0.836066,0.826087,0.883117,0.815385,0.44,0.806452,0.818182,0.753846,0.831169,0.833333,0.792208,0.657895,0.739726,0.854839,0.793103,0.52,0.847826,0.787879,0.811321,0.80597,0.696203,0.802817,0.852941,
111220056.bc,0.376344,0.375,0.666667,0.346667,0.4,0.296875,0.38961,0.323944,0.412371,0.323944,0.386667,0.365385,0.397727,0.379747,0.442857,0.389831,1,0.38,0.309524,0.432432,0.377049,0.289855,0.545455,0.353846,0.56,0.419355,0.409091,0.384615,0.415584,0.333333,0.454545,0.223684,0.342466,0.403226,0.344828,0.36,0.326087,0.348485,0.301887,0.402985,0.405063,0.422535,0.352941,
111220064.bc,0.827957,0.875,0.888889,0.866667,0.866667,0.859375,0.922078,0.887324,0.865979,0.873239,0.893333,0.884615,0.886364,0.873418,0.842857,0.898305,0.666667,1,0.821429,0.932432,0.918033,0.884058,0.922078,0.938462,1,0.919355,0.939394,0.830769,0.818182,0.895833,0.922078,0.789474,0.849315,0.903226,0.827586,0.68,0.847826,0.848485,0.867925,0.850746,0.835443,0.873239,0.823529,
111220067.bc,0.795699,0.803571,0.75,0.733333,0.866667,0.78125,0.805195,0.71831,0.876289,0.830986,0.88,0.846154,0.829545,0.797468,0.785714,0.881356,0.636364,0.74,1,0.824324,0.885246,0.84058,0.896104,0.907692,0.44,0.919355,0.80303,0.830769,0.896104,0.833333,0.831169,0.723684,0.808219,0.887097,0.844828,0.68,0.826087,0.818182,0.90566,0.835821,0.78481,0.859155,0.897059,
111220068.bc,0.731183,0.803571,0.805556,0.813333,0.866667,0.84375,0.805195,0.774648,0.886598,0.774648,0.84,0.846154,0.909091,0.886076,0.828571,0.864407,0.606061,0.77,0.821429,1,0.934426,0.869565,0.883117,0.876923,0.72,0.887097,0.833333,0.876923,0.818182,0.875,0.857143,0.763158,0.780822,0.887097,0.827586,0.68,0.826087,0.863636,0.867925,0.80597,0.848101,0.873239,0.941176,
111220078.bc,0.752688,0.821429,0.666667,0.76,0.85,0.75,0.74026,0.788732,0.804124,0.774648,0.813333,0.769231,0.840909,0.810127,0.771429,0.847458,0.545455,0.69,0.785714,0.878378,1,0.797101,0.883117,0.830769,0.68,0.806452,0.833333,0.815385,0.831169,0.895833,0.805195,0.723684,0.726027,0.887097,0.827586,0.52,0.826087,0.787879,0.849057,0.761194,0.721519,0.830986,0.838235,
111220079.bc,0.688172,0.785714,0.611111,0.733333,0.85,0.734375,0.688312,0.760563,0.752577,0.71831,0.786667,0.807692,0.772727,0.810127,0.828571,0.915254,0.363636,0.62,0.785714,0.810811,0.803279,1,0.909091,0.815385,0.52,0.870968,0.80303,0.784615,0.792208,0.854167,0.753247,0.75,0.767123,0.870968,0.827586,0.64,0.847826,0.787879,0.849057,0.791045,0.759494,0.774648,0.838235,
111220080.bc,0.698925,0.75,0.694444,0.693333,0.833333,0.765625,0.727273,0.802817,0.845361,0.788732,0.92,0.846154,0.818182,0.835443,0.8,0.864407,0.606061,0.69,0.809524,0.824324,0.852459,0.869565,1,0.846154,0.52,0.870968,0.80303,0.861538,0.792208,0.875,0.909091,0.736842,0.726027,0.870968,0.810345,0.6,0.847826,0.818182,0.830189,0.776119,0.708861,0.788732,0.838235,
111220084.bc,0.698925,0.821429,0.75,0.76,0.85,0.875,0.792208,0.788732,0.85567,0.788732,0.866667,0.826923,0.840909,0.835443,0.757143,0.847458,0.606061,0.73,0.797619,0.864865,0.868852,0.826087,0.883117,1,0.6,0.919355,0.878788,0.861538,0.844156,0.916667,0.857143,0.776316,0.794521,0.903226,0.827586,0.68,0.804348,0.833333,0.90566,0.820896,0.78481,0.802817,0.838235,
111220088.bc,0.268817,0.25,0.611111,0.36,0.35,0.265625,0.363636,0.366197,0.309278,0.28169,0.266667,0.307692,0.409091,0.303797,0.314286,0.271186,0.484848,0.4,0.202381,0.351351,0.360656,0.217391,0.194805,0.338462,1,0.354839,0.393939,0.323077,0.337662,0.3125,0.428571,0.263158,0.328767,0.322581,0.275862,0.48,0.195652,0.257576,0.264151,0.373134,0.303797,0.338028,0.352941,
111220089.bc,0.677419,0.785714,0.638889,0.706667,0.816667,0.765625,0.727273,0.746479,0.814433,0.732394,0.8,0.826923,0.75,0.721519,0.671429,0.813559,0.454545,0.66,0.761905,0.783784,0.803279,0.768116,0.857143,0.876923,0.48,1,0.848485,0.769231,0.831169,0.854167,0.779221,0.671053,0.739726,0.854839,0.775862,0.68,0.782609,0.742424,0.886792,0.80597,0.683544,0.802817,0.75,
111220097.bc,0.741935,0.821429,0.833333,0.746667,0.766667,0.78125,0.792208,0.802817,0.783505,0.71831,0.72,0.788462,0.75,0.772152,0.8,0.847458,0.454545,0.67,0.72619,0.810811,0.885246,0.811594,0.818182,0.830769,0.72,0.870968,1,0.769231,0.87013,0.895833,0.87013,0.723684,0.739726,0.83871,0.827586,0.6,0.804348,0.757576,0.811321,0.850746,0.746835,0.816901,0.794118,
111220098.bc,0.698925,0.839286,0.694444,0.8,0.85,0.84375,0.727273,0.816901,0.835052,0.774648,0.906667,0.788462,0.761364,0.810127,0.771429,0.813559,0.515152,0.68,0.738095,0.864865,0.868852,0.768116,0.883117,0.876923,0.6,0.854839,0.742424,1,0.818182,0.895833,0.87013,0.763158,0.794521,0.903226,0.844828,0.56,0.826087,0.818182,0.830189,0.716418,0.78481,0.830986,0.882353,
111220103.bc,0.763441,0.839286,0.777778,0.773333,0.866667,0.84375,0.766234,0.760563,0.896907,0.830986,0.866667,0.807692,0.829545,0.860759,0.728571,0.881356,0.636364,0.65,0.857143,0.824324,0.868852,0.768116,0.87013,0.892308,0.68,0.903226,0.909091,0.846154,1,0.895833,0.831169,0.789474,0.794521,0.887097,0.862069,0.72,0.847826,0.833333,0.867925,0.850746,0.810127,0.788732,0.882353,
111220105.bc,0.655914,0.803571,0.583333,0.666667,0.833333,0.734375,0.714286,0.690141,0.762887,0.71831,0.72,0.75,0.681818,0.721519,0.728571,0.830508,0.424242,0.64,0.72619,0.783784,0.852459,0.797101,0.844156,0.830769,0.56,0.822581,0.833333,0.784615,0.779221,1,0.831169,0.697368,0.684932,0.854839,0.810345,0.52,0.826087,0.742424,0.811321,0.731343,0.683544,0.802817,0.823529,
111220111.bc,0.752688,0.821429,0.694444,0.813333,0.85,0.859375,0.753247,0.859155,0.824742,0.71831,0.8,0.807692,0.795455,0.848101,0.828571,0.847458,0.484848,0.71,0.797619,0.851351,0.819672,0.84058,0.909091,0.876923,0.68,0.854839,0.742424,0.846154,0.831169,0.875,1,0.789474,0.794521,0.870968,0.793103,0.64,0.847826,0.833333,0.849057,0.776119,0.746835,0.802817,0.941176,
111220112.bc,0.752688,0.803571,0.694444,0.8,0.85,0.8125,0.805195,0.816901,0.824742,0.746479,0.773333,0.865385,0.806818,0.873418,0.814286,0.864407,0.515152,0.72,0.809524,0.918919,0.868852,0.869565,0.909091,0.907692,0.8,0.822581,0.848485,0.892308,0.844156,0.895833,0.909091,1,0.794521,0.887097,0.896552,0.64,0.869565,0.848485,0.886792,0.850746,0.759494,0.859155,0.941176,
111220120.bc,0.741935,0.821429,0.833333,0.773333,0.816667,0.84375,0.818182,0.802817,0.804124,0.802817,0.84,0.884615,0.829545,0.734177,0.8,0.847458,0.575758,0.79,0.821429,0.864865,0.868852,0.898551,0.857143,0.892308,0.68,0.887097,0.848485,0.830769,0.857143,0.854167,0.87013,0.697368,1,0.887097,0.827586,0.68,0.826087,0.787879,0.849057,0.850746,0.78481,0.873239,0.882353,
111220121.bc,0.763441,0.785714,0.638889,0.733333,0.833333,0.765625,0.779221,0.859155,0.814433,0.746479,0.746667,0.865385,0.75,0.78481,0.7,0.847458,0.484848,0.68,0.738095,0.810811,0.852459,0.826087,0.87013,0.861538,0.68,0.822581,0.818182,0.830769,0.766234,0.895833,0.844156,0.710526,0.69863,1,0.775862,0.68,0.826087,0.757576,0.849057,0.776119,0.670886,0.802817,0.808824,
111220125.bc,0.709677,0.839286,0.666667,0.733333,0.9,0.765625,0.727273,0.746479,0.804124,0.746479,0.813333,0.807692,0.761364,0.810127,0.771429,0.847458,0.575758,0.67,0.761905,0.797297,0.885246,0.84058,0.857143,0.876923,0.68,0.854839,0.924242,0.830769,0.857143,0.9375,0.831169,0.776316,0.780822,0.83871,1,0.56,0.826087,0.772727,0.849057,0.835821,0.78481,0.84507,0.808824,
111220127.bc,0.27957,0.321429,0.527778,0.226667,0.3,0.265625,0.324675,0.295775,0.360825,0.295775,0.36,0.346154,0.306818,0.265823,0.314286,0.338983,0.30303,0.34,0.309524,0.391892,0.311475,0.304348,0.324675,0.353846,0.48,0.435484,0.348485,0.292308,0.350649,0.375,0.402597,0.289474,0.342466,0.387097,0.293103,1,0.26087,0.363636,0.396226,0.328358,0.329114,0.408451,0.411765,
111220128.bc,0.698925,0.785714,0.555556,0.666667,0.816667,0.734375,0.701299,0.760563,0.762887,0.71831,0.706667,0.788462,0.693182,0.772152,0.742857,0.847458,0.454545,0.63,0.714286,0.783784,0.819672,0.753623,0.883117,0.784615,0.48,0.790323,0.787879,0.753846,0.779221,0.875,0.792208,0.671053,0.684932,0.870968,0.793103,0.48,1,0.757576,0.811321,0.820896,0.708861,0.802817,0.808824,
111220130.bc,0.688172,0.803571,0.5,0.733333,0.833333,0.78125,0.675325,0.760563,0.773196,0.690141,0.746667,0.788462,0.738636,0.848101,0.685714,0.830508,0.515152,0.66,0.797619,0.810811,0.819672,0.782609,0.883117,0.830769,0.56,0.774194,0.757576,0.8,0.805195,0.8125,0.857143,0.697368,0.671233,0.83871,0.775862,0.52,0.782609,1,0.849057,0.656716,0.696203,0.788732,0.823529,
111220153.bc,0.655914,0.767857,0.638889,0.693333,0.766667,0.734375,0.662338,0.690141,0.783505,0.661972,0.733333,0.826923,0.704545,0.772152,0.671429,0.813559,0.454545,0.62,0.72619,0.783784,0.803279,0.768116,0.805195,0.876923,0.44,0.854839,0.818182,0.753846,0.779221,0.8125,0.74026,0.697368,0.684932,0.83871,0.775862,0.64,0.782609,0.742424,1,0.776119,0.670886,0.788732,0.794118,
111220160.bc,0.752688,0.803571,0.75,0.733333,0.816667,0.796875,0.688312,0.788732,0.793814,0.71831,0.733333,0.788462,0.784091,0.797468,0.742857,0.881356,0.484848,0.64,0.785714,0.77027,0.836066,0.826087,0.857143,0.830769,0.64,0.870968,0.909091,0.815385,0.857143,0.833333,0.87013,0.723684,0.794521,0.854839,0.844828,0.64,0.934783,0.742424,0.811321,1,0.746835,0.788732,0.794118,
111220165.bc,0.774194,0.839286,0.916667,0.88,0.9,0.84375,0.805195,0.788732,0.907216,0.873239,0.88,0.884615,0.852273,0.860759,0.785714,0.864407,0.69697,0.76,0.845238,0.918919,0.885246,0.869565,0.883117,0.907692,0.8,0.919355,0.909091,0.892308,0.87013,0.895833,0.87013,0.763158,0.821918,0.870968,0.87931,0.64,0.847826,0.848485,0.886792,0.850746,1,0.816901,0.911765,
111220173.bc,0.741935,0.821429,0.694444,0.773333,0.85,0.78125,0.831169,0.802817,0.783505,0.746479,0.666667,0.846154,0.784091,0.746835,0.771429,0.864407,0.575758,0.73,0.77381,0.824324,0.868852,0.811594,0.844156,0.815385,0.56,0.854839,0.833333,0.8,0.805195,0.854167,0.792208,0.657895,0.753425,0.854839,0.810345,0.6,0.804348,0.80303,0.830189,0.776119,0.696203,1,0.808824,
111220174.bc,0.763441,0.821429,0.666667,0.773333,0.883333,0.734375,0.779221,0.774648,0.824742,0.746479,0.72,0.807692,0.795455,0.873418,0.771429,0.881356,0.575758,0.71,0.857143,0.905405,0.934426,0.84058,0.857143,0.861538,0.68,0.854839,0.848485,0.830769,0.844156,0.895833,0.87013,0.815789,0.767123,0.854839,0.844828,0.64,0.826087,0.848485,0.867925,0.835821,0.772152,0.859155,1,
