111100027.bc,1,0.37234,0,0.262774,0.246575,0.5,0.273438,0.263158,0.0185185,0.258503,0.380435,0.339623,0.373494,0.244275,0.33945,0.24031,0.388889,0.310078,0.0481928,0.323529,0.36,0.254658,0.346939,0,0.320312,0.351648,0.291045,0.320513,0.349057,0.0232558,0.238411,0.458333,0.284615,0.237762,0.364583,0.227545,0.330357,0.0434783,0.232877,0.516667,0.319588,0.346154,0.244755,0.320388,0.314815
111170028.bc,0.293651,1,0,0.270073,0.260274,0.485294,0.289062,0.263158,0.0185185,0.272109,0.347826,0.349057,0.39759,0.274809,0.348624,0.263566,0.411111,0.348837,0.0481928,0.294118,0.36,0.279503,0.336735,0,0.367188,0.351648,0.313433,0.288462,0.358491,0.0697674,0.238411,0.458333,0.276923,0.244755,0.364583,0.227545,0.330357,0.0724638,0.253425,0.516667,0.329897,0.346154,0.251748,0.31068,0.324074
111220003.bc,0,0,1,0.0218978,0,0.0882353,0.0078125,0,0,0.0544218,0.0217391,0.0188679,0.0120482,0.0229008,0.0550459,0,0.0222222,0.0310078,0.0722892,0.0367647,0,0.0248447,0.0102041,0,0.015625,0.010989,0.0597015,0.00641026,0.00943396,0.0465116,0.0331126,0.0138889,0,0.027972,0.0416667,0.0419162,0.0178571,0.0289855,0.00684932,0,0,0,0.027972,0,0.037037
111220021.bc,0.277778,0.361702,0.0327869,1,0.246575,0.529412,0.273438,0.280702,0.0185185,0.265306,0.380435,0.301887,0.409639,0.244275,0.321101,0.302326,0.411111,0.302326,0.0481928,0.301471,0.35,0.310559,0.367347,0,0.3125,0.362637,0.30597,0.294872,0.358491,0.116279,0.258278,0.430556,0.292308,0.272727,0.375,0.269461,0.330357,0.057971,0.246575,0.566667,0.360825,0.384615,0.265734,0.330097,0.37037
111220022.bc,0.285714,0.382979,0,0.270073,1,0.485294,0.273438,0.27193,0.0185185,0.251701,0.369565,0.339623,0.421687,0.274809,0.33945,0.263566,0.4,0.286822,0.0481928,0.294118,0.37,0.236025,0.346939,0,0.335938,0.362637,0.291045,0.294872,0.367925,0.0465116,0.231788,0.472222,0.276923,0.251748,0.364583,0.215569,0.348214,0.0434783,0.232877,0.516667,0.319588,0.365385,0.258741,0.300971,0.333333
111220027.bc,0.285714,0.351064,0.0491803,0.277372,0.239726,1,0.257812,0.27193,0.0185185,0.258503,0.369565,0.301887,0.361446,0.259542,0.348624,0.248062,0.388889,0.286822,0.0361446,0.279412,0.35,0.248447,0.357143,0,0.296875,0.351648,0.291045,0.275641,0.339623,0.0465116,0.251656,0.430556,0.269231,0.265734,0.40625,0.269461,0.3125,0.0289855,0.253425,0.533333,0.329897,0.346154,0.258741,0.330097,0.314815
111220029.bc,0.277778,0.37234,0.0163934,0.270073,0.246575,0.470588,1,0.289474,0,0.265306,0.347826,0.311321,0.39759,0.274809,0.321101,0.271318,0.377778,0.294574,0.0722892,0.272059,0.5,0.279503,0.336735,0,0.289062,0.362637,0.246269,0.294872,0.349057,0.0232558,0.225166,0.444444,0.284615,0.258741,0.354167,0.215569,0.294643,0.0869565,0.226027,0.516667,0.319588,0.326923,0.265734,0.300971,0.314815
111220030.bc,0.261905,0.329787,0,0.270073,0.239726,0.485294,0.273438,1,0,0.244898,0.358696,0.330189,0.385542,0.290076,0.321101,0.263566,0.388889,0.27907,0.0843373,0.301471,0.32,0.26087,0.346939,0,0.273438,0.351648,0.253731,0.294872,0.358491,0.0697674,0.264901,0.430556,0.292308,0.293706,0.385417,0.251497,0.294643,0.0289855,0.253425,0.533333,0.350515,0.355769,0.286713,0.31068,0.324074
111220039.bc,0.015873,0.0212766,0,0.00729927,0.00684932,0.0147059,0,0,1,0.0136054,0.0217391,0.00943396,0,0.00763359,0.00917431,0.00775194,0.0222222,0.0155039,0,0.00735294,0.04,0.0124224,0.0102041,0,0.0390625,0.010989,0.0373134,0.0320513,0.0188679,0,0.0397351,0.0138889,0.0307692,0.00699301,0.0208333,0.0239521,0.0357143,0,0.0273973,0.0166667,0.0103093,0.0288462,0.00699301,0.135922,0.0185185
111220040.bc,0.301587,0.404255,0.0655738,0.306569,0.260274,0.514706,0.304688,0.298246,0.0185185,1,0.413043,0.377358,0.385542,0.29771,0.366972,0.27907,0.422222,0.403101,0.0843373,0.338235,0.35,0.341615,0.377551,0,0.390625,0.362637,0.350746,0.365385,0.358491,0.116279,0.284768,0.444444,0.353846,0.286713,0.395833,0.329341,0.375,0.115942,0.267123,0.55,0.350515,0.375,0.27972,0.320388,0.351852
111220041.bc,0.293651,0.351064,0.0327869,0.284672,0.246575,0.514706,0.273438,0.324561,0.0185185,0.285714,1,0.349057,0.361446,0.259542,0.330275,0.286822,0.411111,0.286822,0.060241,0.294118,0.35,0.26087,0.367347,0,0.351562,0.373626,0.291045,0.346154,0.339623,0.0465116,0.304636,0.430556,0.292308,0.286713,0.395833,0.239521,0.339286,0.057971,0.273973,0.566667,0.350515,0.375,0.27972,0.31068,0.351852
111220042.bc,0.309524,0.414894,0.0327869,0.262774,0.260274,0.485294,0.289062,0.307018,0.0185185,0.306122,0.369565,1,0.39759,0.290076,0.376147,0.248062,0.422222,0.348837,0.0722892,0.338235,0.36,0.254658,0.346939,0,0.351562,0.362637,0.313433,0.352564,0.367925,0.0697674,0.284768,0.486111,0.3,0.272727,0.385417,0.269461,0.348214,0.0869565,0.260274,0.516667,0.329897,0.355769,0.27972,0.300971,0.342593
111220043.bc,0.269841,0.361702,0.0163934,0.270073,0.253425,0.470588,0.28125,0.307018,0,0.251701,0.326087,0.320755,1,0.267176,0.330275,0.248062,0.388889,0.27907,0.060241,0.279412,0.32,0.242236,0.326531,0,0.304688,0.351648,0.261194,0.275641,0.358491,0.116279,0.211921,0.458333,0.276923,0.244755,0.333333,0.227545,0.303571,0.0289855,0.219178,0.5,0.319588,0.336538,0.251748,0.300971,0.305556
111220044.bc,0.277778,0.404255,0.0491803,0.270073,0.267123,0.573529,0.3125,0.368421,0.0185185,0.306122,0.358696,0.386792,0.409639,1,0.477064,0.27907,0.455556,0.418605,0.108434,0.433824,0.33,0.329193,0.367347,0,0.359375,0.362637,0.335821,0.333333,0.377358,0.162791,0.324503,0.458333,0.361538,0.370629,0.416667,0.377246,0.321429,0.0724638,0.294521,0.5,0.329897,0.365385,0.377622,0.300971,0.351852
111220047.bc,0.301587,0.404255,0.0655738,0.277372,0.267123,0.573529,0.28125,0.289474,0.0185185,0.29932,0.369565,0.367925,0.39759,0.389313,1,0.27907,0.433333,0.379845,0.108434,0.544118,0.37,0.285714,0.357143,0,0.375,0.373626,0.350746,0.301282,0.377358,0.0930233,0.271523,0.5,0.292308,0.34965,0.40625,0.317365,0.339286,0.057971,0.267123,0.516667,0.329897,0.365385,0.356643,0.31068,0.324074
111220049.bc,0.277778,0.382979,0,0.306569,0.260274,0.5,0.28125,0.307018,0.0185185,0.278912,0.391304,0.320755,0.409639,0.290076,0.348624,1,0.411111,0.348837,0.060241,0.294118,0.36,0.31677,0.357143,0,0.367188,0.384615,0.298507,0.320513,0.358491,0.0697674,0.258278,0.444444,0.330769,0.27972,0.385417,0.269461,0.3125,0.0434783,0.267123,0.566667,0.360825,0.394231,0.272727,0.320388,0.324074
111220050.bc,0.285714,0.382979,0.0163934,0.291971,0.253425,0.5,0.273438,0.324561,0.0185185,0.265306,0.369565,0.358491,0.39759,0.305344,0.348624,0.263566,1,0.341085,0.0240964,0.352941,0.36,0.291925,0.326531,0,0.375,0.362637,0.313433,0.339744,0.377358,0.0232558,0.298013,0.458333,0.284615,0.27972,0.375,0.251497,0.357143,0.0434783,0.273973,0.516667,0.340206,0.336538,0.286713,0.31068,0.388889
111220054.bc,0.31746,0.414894,0.0491803,0.291971,0.253425,0.529412,0.3125,0.350877,0.0185185,0.340136,0.369565,0.415094,0.409639,0.343511,0.394495,0.271318,0.455556,1,0.13253,0.404412,0.38,0.341615,0.357143,0,0.390625,0.362637,0.395522,0.391026,0.386792,0.162791,0.344371,0.472222,0.346154,0.314685,0.427083,0.383234,0.357143,0.101449,0.287671,0.516667,0.340206,0.365385,0.321678,0.31068,0.388889
111220056.bc,0.0238095,0.0531915,0.0819672,0.0218978,0.0205479,0.0441176,0.046875,0.0438596,0,0.0612245,0.0326087,0.0471698,0.060241,0.0458015,0.0733945,0.0310078,0.0222222,0.0697674,1,0.0661765,0.02,0.0869565,0.0408163,0,0.046875,0.043956,0.0820896,0.0512821,0.0471698,0.0697674,0.0529801,0.0416667,0.0538462,0.0559441,0.0833333,0.113772,0.0357143,0.057971,0.0410959,0.0333333,0.0309278,0.0576923,0.0559441,0.0194175,0.00925926
111220059.bc,0.31746,0.382979,0.0327869,0.291971,0.267123,0.5,0.273438,0.350877,0.0185185,0.285714,0.369565,0.386792,0.421687,0.396947,0.614679,0.263566,0.488889,0.403101,0.108434,1,0.37,0.341615,0.357143,0,0.375,0.362637,0.425373,0.371795,0.386792,0.0930233,0.337748,0.486111,0.292308,0.363636,0.4375,0.365269,0.375,0.057971,0.280822,0.516667,0.329897,0.403846,0.370629,0.300971,0.388889
111220064.bc,0.285714,0.361702,0,0.262774,0.253425,0.485294,0.398438,0.27193,0.0185185,0.231293,0.347826,0.311321,0.373494,0.244275,0.321101,0.248062,0.388889,0.286822,0.0361446,0.279412,1,0.229814,0.336735,0,0.304688,0.362637,0.268657,0.282051,0.358491,0.0232558,0.225166,0.458333,0.253846,0.244755,0.364583,0.197605,0.321429,0.0289855,0.232877,0.516667,0.319588,0.336538,0.251748,0.300971,0.324074
111220067.bc,0.309524,0.404255,0.0327869,0.328467,0.253425,0.558824,0.304688,0.324561,0.037037,0.326531,0.391304,0.330189,0.409639,0.312977,0.376147,0.317829,0.433333,0.403101,0.13253,0.426471,0.36,1,0.387755,0,0.375,0.384615,0.440299,0.378205,0.386792,0.0930233,0.324503,0.458333,0.338462,0.384615,0.447917,0.407186,0.339286,0.101449,0.294521,0.566667,0.360825,0.432692,0.377622,0.349515,0.37963
111220068.bc,0.293651,0.382979,0.0163934,0.291971,0.253425,0.529412,0.289062,0.289474,0.0185185,0.29932,0.402174,0.320755,0.373494,0.274809,0.348624,0.263566,0.377778,0.310078,0.0481928,0.308824,0.36,0.285714,1,0,0.328125,0.362637,0.30597,0.333333,0.358491,0.116279,0.264901,0.444444,0.3,0.328671,0.385417,0.329341,0.366071,0.0869565,0.253425,0.533333,0.340206,0.365385,0.321678,0.330097,0.333333
111220073.bc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111220075.bc,0.293651,0.404255,0.0163934,0.284672,0.267123,0.485294,0.28125,0.280702,0.037037,0.292517,0.402174,0.358491,0.409639,0.290076,0.357798,0.286822,0.433333,0.364341,0.0963855,0.323529,0.36,0.285714,0.346939,0,1,0.384615,0.358209,0.333333,0.396226,0.139535,0.271523,0.472222,0.3,0.272727,0.354167,0.317365,0.348214,0.057971,0.267123,0.533333,0.329897,0.384615,0.27972,0.300971,0.351852
111220078.bc,0.285714,0.361702,0.0163934,0.277372,0.253425,0.5,0.28125,0.280702,0.0185185,0.258503,0.380435,0.320755,0.385542,0.251908,0.33945,0.286822,0.4,0.27907,0.0722892,0.279412,0.37,0.26087,0.346939,0,0.34375,1,0.283582,0.294872,0.367925,0.0465116,0.238411,0.472222,0.269231,0.265734,0.375,0.239521,0.321429,0.0289855,0.246575,0.55,0.329897,0.355769,0.272727,0.300971,0.324074
111220079.bc,0.301587,0.43617,0.0491803,0.306569,0.267123,0.5,0.289062,0.289474,0.037037,0.326531,0.391304,0.367925,0.433735,0.305344,0.394495,0.271318,0.433333,0.410853,0.13253,0.411765,0.36,0.347826,0.367347,0,0.429688,0.373626,1,0.391026,0.386792,0.139535,0.311258,0.472222,0.315385,0.356643,0.416667,0.419162,0.366071,0.101449,0.287671,0.533333,0.329897,0.423077,0.363636,0.300971,0.37963
111220080.bc,0.309524,0.404255,0.0163934,0.291971,0.267123,0.5,0.3125,0.333333,0.0185185,0.312925,0.402174,0.386792,0.39759,0.320611,0.366972,0.286822,0.455556,0.356589,0.060241,0.389706,0.37,0.341615,0.387755,0,0.351562,0.373626,0.365672,1,0.367925,0.0697674,0.311258,0.472222,0.330769,0.34965,0.395833,0.341317,0.375,0.0869565,0.267123,0.533333,0.340206,0.365385,0.356643,0.31068,0.388889
111220088.bc,0.285714,0.37234,0.0163934,0.284672,0.260274,0.485294,0.28125,0.307018,0.0185185,0.265306,0.347826,0.330189,0.409639,0.274809,0.348624,0.255814,0.422222,0.294574,0.0963855,0.301471,0.37,0.267081,0.346939,0,0.34375,0.373626,0.298507,0.307692,1,0.0930233,0.231788,0.486111,0.276923,0.27972,0.364583,0.287425,0.330357,0.0434783,0.232877,0.516667,0.340206,0.346154,0.286713,0.320388,0.342593
111220097.bc,0.0238095,0.0531915,0.0327869,0.0437956,0.0410959,0.0588235,0.015625,0.0350877,0,0.0748299,0.0326087,0.0471698,0.060241,0.0610687,0.0642202,0.0310078,0.0222222,0.0852713,0.060241,0.0441176,0.03,0.0372671,0.0510204,0,0.0546875,0.032967,0.0522388,0.0384615,0.0660377,1,0.0264901,0.0416667,0.0384615,0.041958,0.0208333,0.107784,0.0178571,0.0144928,0.0136986,0.0333333,0.0206186,0.0480769,0.041958,0.0194175,0.0277778
111220103.bc,0.293651,0.393617,0.0491803,0.29927,0.246575,0.544118,0.304688,0.342105,0.037037,0.312925,0.413043,0.358491,0.385542,0.320611,0.357798,0.27907,0.444444,0.410853,0.13253,0.389706,0.35,0.341615,0.377551,0,0.390625,0.362637,0.395522,0.346154,0.358491,0.0930233,1,0.430556,0.338462,0.391608,0.458333,0.407186,0.339286,0.115942,0.328767,0.55,0.350515,0.394231,0.384615,0.31068,0.37037
111220105.bc,0.293651,0.37234,0.0163934,0.262774,0.260274,0.485294,0.273438,0.27193,0.0185185,0.251701,0.347826,0.339623,0.39759,0.251908,0.366972,0.248062,0.4,0.286822,0.060241,0.308824,0.37,0.236025,0.336735,0,0.328125,0.373626,0.283582,0.288462,0.377358,0.0465116,0.225166,1,0.253846,0.251748,0.364583,0.227545,0.330357,0.0289855,0.232877,0.516667,0.319588,0.336538,0.258741,0.300971,0.314815
111220110.bc,0.293651,0.404255,0,0.291971,0.253425,0.514706,0.296875,0.342105,0.037037,0.306122,0.402174,0.377358,0.385542,0.312977,0.330275,0.294574,0.411111,0.341085,0.060241,0.294118,0.35,0.291925,0.367347,0,0.328125,0.362637,0.298507,0.339744,0.349057,0.0697674,0.324503,0.430556,1,0.286713,0.416667,0.299401,0.348214,0.0724638,0.287671,0.55,0.371134,0.375,0.27972,0.320388,0.342593
111220111.bc,0.277778,0.361702,0.0655738,0.306569,0.253425,0.558824,0.289062,0.368421,0.0185185,0.29932,0.402174,0.367925,0.385542,0.320611,0.385321,0.286822,0.444444,0.341085,0.144578,0.360294,0.36,0.322981,0.367347,0,0.34375,0.384615,0.365672,0.339744,0.396226,0.116279,0.350993,0.458333,0.307692,1,0.447917,0.431138,0.339286,0.0869565,0.294521,0.55,0.371134,0.384615,0.986014,0.330097,0.37963
111220112.bc,0.285714,0.382979,0.0163934,0.277372,0.246575,0.514706,0.289062,0.333333,0.0185185,0.272109,0.380435,0.349057,0.361446,0.267176,0.321101,0.263566,0.4,0.302326,0.0722892,0.308824,0.36,0.273292,0.357143,0,0.296875,0.362637,0.30597,0.307692,0.349057,0.0232558,0.311258,0.444444,0.292308,0.286713,1,0.227545,0.321429,0.057971,0.280822,0.55,0.350515,0.355769,0.27972,0.31068,0.333333
111220120.bc,0.301587,0.393617,0.0327869,0.328467,0.253425,0.558824,0.289062,0.315789,0.0555556,0.346939,0.413043,0.349057,0.421687,0.328244,0.394495,0.294574,0.444444,0.410853,0.13253,0.397059,0.35,0.378882,0.397959,0,0.421875,0.384615,0.402985,0.365385,0.396226,0.116279,0.324503,0.458333,0.384615,0.384615,0.385417,1,0.366071,0.101449,0.30137,0.55,0.371134,0.413462,0.377622,0.330097,0.37963
111220121.bc,0.293651,0.37234,0.0163934,0.277372,0.260274,0.485294,0.265625,0.307018,0.037037,0.258503,0.380435,0.367925,0.385542,0.267176,0.330275,0.24031,0.444444,0.294574,0.0361446,0.330882,0.36,0.248447,0.357143,0,0.328125,0.351648,0.328358,0.320513,0.358491,0.0232558,0.284768,0.458333,0.3,0.265734,0.375,0.245509,1,0.0434783,0.253425,0.516667,0.329897,0.346154,0.272727,0.300971,0.388889
111220127.bc,0.0793651,0.117021,0.0327869,0.0948905,0.0616438,0.117647,0.117188,0.0614035,0,0.102041,0.0978261,0.113208,0.0843373,0.0763359,0.100917,0.0620155,0.111111,0.108527,0.060241,0.0955882,0.07,0.118012,0.112245,0,0.109375,0.0769231,0.104478,0.115385,0.0754717,0.0232558,0.0860927,0.0972222,0.0846154,0.0839161,0.0833333,0.0958084,0.0982143,1,0.0684932,0.116667,0.0824742,0.0961538,0.0839161,0.0776699,0.111111
111220130.bc,0.277778,0.393617,0.0163934,0.277372,0.239726,0.544118,0.28125,0.324561,0.037037,0.278912,0.391304,0.349057,0.361446,0.29771,0.348624,0.271318,0.422222,0.356589,0.060241,0.330882,0.35,0.304348,0.357143,0,0.359375,0.362637,0.343284,0.307692,0.339623,0.0232558,0.350993,0.430556,0.307692,0.363636,0.447917,0.311377,0.321429,0.057971,1,0.55,0.350515,0.375,0.356643,0.31068,0.342593
111220153.bc,0.277778,0.351064,0,0.284672,0.239726,0.5,0.265625,0.280702,0.0185185,0.244898,0.380435,0.301887,0.361446,0.229008,0.302752,0.27907,0.377778,0.263566,0.0361446,0.264706,0.35,0.254658,0.336735,0,0.304688,0.362637,0.268657,0.282051,0.339623,0.0232558,0.238411,0.430556,0.269231,0.251748,0.375,0.209581,0.3125,0.0289855,0.246575,1,0.340206,0.365385,0.244755,0.31068,0.314815
111220160.bc,0.277778,0.361702,0,0.291971,0.239726,0.5,0.265625,0.342105,0.0185185,0.258503,0.380435,0.339623,0.373494,0.259542,0.311927,0.271318,0.411111,0.27907,0.0481928,0.279412,0.35,0.267081,0.346939,0,0.304688,0.351648,0.268657,0.320513,0.358491,0.0232558,0.284768,0.430556,0.307692,0.286713,0.395833,0.233533,0.321429,0.0434783,0.267123,0.55,1,0.355769,0.27972,0.330097,0.351852
111220165.bc,0.285714,0.361702,0,0.291971,0.253425,0.5,0.265625,0.315789,0.037037,0.265306,0.391304,0.330189,0.39759,0.290076,0.348624,0.294574,0.377778,0.302326,0.0843373,0.338235,0.35,0.298137,0.357143,0,0.34375,0.362637,0.365672,0.320513,0.358491,0.0930233,0.278146,0.430556,0.3,0.342657,0.375,0.329341,0.321429,0.057971,0.267123,0.566667,0.340206,1,0.335664,0.31068,0.324074
111220171.bc,0.285714,0.37234,0.0655738,0.29927,0.260274,0.544118,0.296875,0.359649,0.0185185,0.292517,0.391304,0.377358,0.39759,0.328244,0.394495,0.27907,0.455556,0.348837,0.144578,0.367647,0.37,0.31677,0.357143,0,0.351562,0.395604,0.373134,0.346154,0.40566,0.116279,0.344371,0.472222,0.3,0.986014,0.4375,0.42515,0.348214,0.0869565,0.287671,0.533333,0.360825,0.375,1,0.320388,0.388889
111220173.bc,0.293651,0.361702,0,0.284672,0.239726,0.544118,0.265625,0.289474,0.259259,0.251701,0.358696,0.301887,0.373494,0.244275,0.311927,0.255814,0.388889,0.271318,0.0361446,0.264706,0.35,0.279503,0.357143,0,0.296875,0.340659,0.261194,0.294872,0.358491,0.0232558,0.231788,0.430556,0.284615,0.258741,0.364583,0.221557,0.3125,0.0434783,0.239726,0.533333,0.350515,0.346154,0.251748,1,0.333333
111220174.bc,0.285714,0.37234,0.0327869,0.306569,0.260274,0.544118,0.273438,0.307018,0.037037,0.258503,0.391304,0.349057,0.373494,0.267176,0.321101,0.271318,0.455556,0.341085,0.0240964,0.330882,0.37,0.304348,0.346939,0,0.375,0.362637,0.350746,0.326923,0.367925,0.0232558,0.291391,0.444444,0.276923,0.272727,0.375,0.251497,0.375,0.057971,0.267123,0.533333,0.340206,0.355769,0.27972,0.320388,1
